id;Comunidades_Autonomas;Provincias;Comarca;SAU;Superficie_HA;Cultivo;Permanota
241;Castilla - La Mancha;Albacete;Manchuela;SAU al aire libre;16;4 Frutales originarios de clima tropical y subtropical;7
242;Castilla - La Mancha;Albacete;Manchuela;SAU al aire libre;12385;6 Frutales de fruto seco;7
243;Castilla - La Mancha;Albacete;Manchuela;SAU en invernadero o abrigo alto accesible;2;Hortalizas, incluidos melones y fresas;9
244;Castilla - La Mancha;Albacete;Manchuela;SAU al aire libre;4;Huertos para consumo propio;9
245;Castilla - La Mancha;Albacete;Manchuela;SAU al aire libre;15;3 Raíces y Tubérculos;9
246;Castilla - La Mancha;Albacete;Manchuela;SAU al aire libre;732;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
247;Castilla - La Mancha;Albacete;Manchuela;SAU al aire libre;4497;2 Leguminosas y proteaginosas secas para grano;9
248;Castilla - La Mancha;Albacete;Manchuela;SAU al aire libre;26131;1 Cereales para grano;9
249;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU en invernadero o abrigo alto accesible;0;Hortalizas, incluidos melones y fresas;9
250;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
251;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
252;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
253;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
254;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
255;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
256;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;0;9 Viveros;5
257;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
258;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;0;9 Otros herbáceos;0
259;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
260;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;0;10 Árboles de Navidad;0
261;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;1;4 Frutales originarios de clima tropical y subtropical;7
262;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;1;3 Raíces y Tubérculos;9
263;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;2;1 Cítricos;8
264;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;2;3 Pasto no utilizado a efectos de producción;1
265;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;7370;7 Olivar;8
266;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;4416;5 Cultivos industriales;5
267;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;538;8 Viñedo;6
268;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;442;4 Cultivos cosechados en verde;6
269;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;24;11 Otros cultivos leñosos;0
270;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;14896;Barbechos  (incluye las tierras sembradas para abono en verde);0
271;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;17546;2 Pasto intensivo;1
272;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;3398;1 Pasto extensivo;1
273;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;10;2 Frutales originarios de clima templado, de pepita;7
274;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;6;3 Frutales originarios de clima templado, de hueso;7
275;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;3015;6 Frutales de fruto seco;7
276;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;2;Huertos para consumo propio;9
277;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;565;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
278;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;3614;2 Leguminosas y proteaginosas secas para grano;9
279;Castilla - La Mancha;Albacete;Sierra Alcaraz;SAU al aire libre;23329;1 Cereales para grano;9
280;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
281;Castilla - La Mancha;Albacete;Centro;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
282;Castilla - La Mancha;Albacete;Centro;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
283;Castilla - La Mancha;Albacete;Centro;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
284;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;0;10 Árboles de Navidad;0
285;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;1;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
286;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;120;8 Semillas y plántulas destinadas a la venta;3
287;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;115;1 Cítricos;8
288;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;3576;7 Olivar;8
289;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;18;9 Viveros;5
290;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;7775;5 Cultivos industriales;5
291;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;7019;8 Viñedo;6
292;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;6559;4 Cultivos cosechados en verde;6
293;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;57;11 Otros cultivos leñosos;0
294;Castilla - La Mancha;Albacete;Centro;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
295;Castilla - La Mancha;Albacete;Centro;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
296;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;9;9 Otros herbáceos;0
297;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;60263;Barbechos  (incluye las tierras sembradas para abono en verde);0
298;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;11855;2 Pasto intensivo;1
299;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;7;3 Pasto no utilizado a efectos de producción;1
300;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;1716;1 Pasto extensivo;1
301;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;16;2 Frutales originarios de clima templado, de pepita;7
302;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;182;3 Frutales originarios de clima templado, de hueso;7
303;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;65;4 Frutales originarios de clima tropical y subtropical;7
304;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;24794;6 Frutales de fruto seco;7
305;Castilla - La Mancha;Albacete;Centro;SAU en invernadero o abrigo alto accesible;14;Hortalizas, incluidos melones y fresas;9
306;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;3;Huertos para consumo propio;9
307;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;1219;3 Raíces y Tubérculos;9
308;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;11633;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
309;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;6924;2 Leguminosas y proteaginosas secas para grano;9
310;Castilla - La Mancha;Albacete;Centro;SAU al aire libre;102321;1 Cereales para grano;9
311;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;3056;7 Olivar;8
312;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;0;3 Pasto no utilizado a efectos de producción;1
313;Castilla - La Mancha;Albacete;Almansa;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
314;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
315;Castilla - La Mancha;Albacete;Almansa;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
316;Castilla - La Mancha;Albacete;Almansa;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
317;Castilla - La Mancha;Albacete;Almansa;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
318;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;0;9 Otros herbáceos;0
319;Castilla - La Mancha;Albacete;Almansa;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
320;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;0;10 Árboles de Navidad;0
321;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;1;5 Bayas (excluidas las fresas y bayas silvestres);7
322;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;1;Huertos para consumo propio;9
323;Castilla - La Mancha;Albacete;Almansa;SAU en invernadero o abrigo alto accesible;1;Hortalizas, incluidos melones y fresas;9
324;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;2;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
325;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;2;4 Frutales originarios de clima tropical y subtropical;7
326;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;43;1 Cítricos;8
327;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;63;9 Viveros;5
328;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;66;5 Cultivos industriales;5
329;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;16661;8 Viñedo;6
330;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;38;4 Cultivos cosechados en verde;6
331;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;55;11 Otros cultivos leñosos;0
332;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;16462;Barbechos  (incluye las tierras sembradas para abono en verde);0
333;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;2891;2 Pasto intensivo;1
334;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;314;1 Pasto extensivo;1
335;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;97;2 Frutales originarios de clima templado, de pepita;7
336;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;674;3 Frutales originarios de clima templado, de hueso;7
337;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;4544;6 Frutales de fruto seco;7
338;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;191;3 Raíces y Tubérculos;9
339;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;625;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
340;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;696;2 Leguminosas y proteaginosas secas para grano;9
341;Castilla - La Mancha;Albacete;Almansa;SAU al aire libre;18108;1 Cereales para grano;9
342;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;192;5 Cultivos industriales;5
343;Castilla - La Mancha;Albacete;Sierra Segura;SAU en invernadero o abrigo alto accesible;0;Hortalizas, incluidos melones y fresas;9
344;Castilla - La Mancha;Albacete;Sierra Segura;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
345;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
346;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
347;Castilla - La Mancha;Albacete;Sierra Segura;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
348;Castilla - La Mancha;Albacete;Sierra Segura;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
349;Castilla - La Mancha;Albacete;Sierra Segura;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
350;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;0;9 Otros herbáceos;0
351;Castilla - La Mancha;Albacete;Sierra Segura;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
352;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;0;10 Árboles de Navidad;0
353;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;1;5 Bayas (excluidas las fresas y bayas silvestres);7
354;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;2;9 Viveros;5
355;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;6;1 Cítricos;8
356;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;4648;7 Olivar;8
357;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;0;3 Pasto no utilizado a efectos de producción;1
358;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;118;8 Viñedo;6
359;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;241;4 Cultivos cosechados en verde;6
360;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;44;11 Otros cultivos leñosos;0
361;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;4348;Barbechos  (incluye las tierras sembradas para abono en verde);0
362;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;19888;2 Pasto intensivo;1
363;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;934;1 Pasto extensivo;1
364;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;9;2 Frutales originarios de clima templado, de pepita;7
365;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;36;3 Frutales originarios de clima templado, de hueso;7
366;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;3;4 Frutales originarios de clima tropical y subtropical;7
367;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;9714;6 Frutales de fruto seco;7
368;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;7;Huertos para consumo propio;9
369;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;15;3 Raíces y Tubérculos;9
370;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;28;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
371;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;443;2 Leguminosas y proteaginosas secas para grano;9
372;Castilla - La Mancha;Albacete;Sierra Segura;SAU al aire libre;3501;1 Cereales para grano;9
373;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;515;4 Cultivos cosechados en verde;6
374;Castilla - La Mancha;Albacete;Hellín;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
375;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
376;Castilla - La Mancha;Albacete;Hellín;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
377;Castilla - La Mancha;Albacete;Hellín;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
378;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;0;9 Otros herbáceos;0
379;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;0;10 Árboles de Navidad;0
380;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;1;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
381;Castilla - La Mancha;Albacete;Hellín;SAU en invernadero o abrigo alto accesible;6;Semillas y plántulas destinadas a la venta;5
382;Castilla - La Mancha;Albacete;Hellín;SAU en invernadero o abrigo alto accesible;12;Cultivos leñosos / permanentes (incluido viveros);0
383;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;38;8 Semillas y plántulas destinadas a la venta;3
384;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;25;1 Cítricos;8
385;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;8305;7 Olivar;8
386;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;21;9 Viveros;5
387;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;443;5 Cultivos industriales;5
388;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;7614;8 Viñedo;6
389;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;29;11 Otros cultivos leñosos;0
390;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;10736;Barbechos  (incluye las tierras sembradas para abono en verde);0
391;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;15329;2 Pasto intensivo;1
392;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;8;3 Pasto no utilizado a efectos de producción;1
393;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;319;1 Pasto extensivo;1
394;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;24;2 Frutales originarios de clima templado, de pepita;7
395;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;3566;3 Frutales originarios de clima templado, de hueso;7
396;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;36;4 Frutales originarios de clima tropical y subtropical;7
397;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;16487;6 Frutales de fruto seco;7
398;Castilla - La Mancha;Albacete;Hellín;SAU en invernadero o abrigo alto accesible;337;Hortalizas, incluidos melones y fresas;9
399;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;3;Huertos para consumo propio;9
400;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;25;3 Raíces y Tubérculos;9
401;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;3102;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
402;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;875;2 Leguminosas y proteaginosas secas para grano;9
403;Castilla - La Mancha;Albacete;Hellín;SAU al aire libre;10183;1 Cereales para grano;9
404;Comunitat Valenciana;Alicante/Alacant;Vinalopó;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
405;Comunitat Valenciana;Alicante/Alacant;Vinalopó;SAU al aire libre;0;9 Otros herbáceos;0
406;Comunitat Valenciana;Alicante/Alacant;Vinalopó;SAU en invernadero o abrigo alto accesible;1;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
